Formula,Volume,Density,Uncorrected EPA,EPA,Formation EPA,Equilibrium Reaction EPA,Atomic Density,Bulk Modulus,Shear Modulus,Sound Velocity,Thermal Conductivity,Debye Temperature,O,N,C,B,Si,Al,Mg,Zr,Ti,Ca,Y,Hf,Fe,Na,K,Ba,Sr,Li,Be,Mn,V,Cr,Nb,Mo,W,Re,Sc,La,Ce,Th,U,Tm,Elements
Li4 C2 O6,122.89828155348656,1.9967525133255992,-6.553036798333333,-6.896536798333333,-2.248137758194444,-0.332590933333332,10.202718020159464,53.936,28.12,27.027319260259368,1.52899235856389,572.728780727501,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,719.62410392,"['Li', 'C', 'O']"
Ca2 Al8 O14,306.9574801089979,2.813028580019038,-7.365191392083333,-7.7659413920833344,-3.463972205833333,-0.028274487500007,12.764173597979086,113.819,47.283,46.45958689820655,1.4621468380956562,584.1173215786317,14,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.6721551489501,"['Ca', 'Al', 'O']"
Y2 Nb2 O8,153.5547716204111,5.316367859262629,-9.152548938333334,-9.610548938333332,-3.550612242777777,-0.126109133616067,12.77922527657021,133.321,55.399,53.51287514209565,1.150715528884699,459.888124616654,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,882.09606706055,"['Y', 'Nb', 'O']"
Na1 Sc1 O2,48.126046015702485,3.448480181277178,-7.239804845,-7.583304845,-3.19557574288793,-0.175666963906249,12.013250283280756,100.745,66.176,100.38987682270766,1.572508677063679,630.3187409006374,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,946.5087546368,"['Na', 'Sc', 'O']"
K1 Sc1 O2,56.28762089947552,3.4236757107926943,-7.089575955,-7.433075955,-3.098378439499999,-0.149973581406249,14.059131930147917,95.827,57.465,88.91959612596038,1.335163634317519,560.818396305649,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,894.43437442375,"['K', 'Sc', 'O']"
K1 Y1 O2,66.13633863136324,4.01732474333644,-7.1159740675,-7.459474067499999,-3.091276049916666,-0.112487542874999,16.519364177443062,78.584,46.437,63.30370999192221,0.996291198525446,441.21034140913486,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.6286872329499,"['K', 'Y', 'O']"
La2 Al2 O6,111.48523772318232,6.371511644012949,-8.015086556,-8.427286556,-3.722193366,-0.022277368750001,11.129565024264698,180.191,101.264,106.8284911200135,1.5256407698320031,590.6192038775587,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1157.1101587328,"['La', 'Al', 'O']"
Na6 B6 O12,273.0655809072435,2.4008025136935123,-6.743581527500001,-7.0870815275,-2.612621758929597,-0.025200148125003,11.342309796790714,45.442,20.982,14.112980123342354,1.13240576574603,436.8746703522112,12,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.2457543782,"['Na', 'B', 'O']"
Ca2 C2 O6,127.45632255482008,2.607924101460024,-7.491437566,-7.903637566,-2.6880078885,-0.303902690000002,12.675248526652448,75.231,33.182,29.41485002724792,1.271051222577933,507.8490005453061,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.7111948182,"['Ca', 'C', 'O']"
Na2 N2 O6,132.88301882780115,2.12422881771326,-5.855773277,-6.267973277,-1.367392630310345,-0.432546868333333,13.036310383839073,26.795,12.399,9.418950209861142,0.8365615299483501,338.10001251609594,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.36264436055,"['Na', 'N', 'O']"
Mg2 C2 O6,96.59042759222018,2.898973086527482,-7.17089781,-7.58309781,-2.4485320985,-0.165472996000002,9.626248608052745,103.452,56.315,63.904357025027664,1.86105428453996,685.2648303771452,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.56590857375,"['Mg', 'C', 'O']"
Sc2 B2 O6,102.9641845457813,3.34691180679912,-8.595889934999999,-9.008089935,-3.436941156833332,-0.019433798649998,10.278718105041516,158.788,71.217,93.59773208302458,1.8917752174239,705.3655990822913,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,976.68199359895,"['Sc', 'B', 'O']"
Ba8 Al16 O32,861.0196060317609,3.9387271447456462,-7.2272895925,-7.619861021071428,-3.4481509325,-0.100528566655843,15.345592481882628,84.0,41.224,24.033908400875173,1.009420065013414,431.9272008544213,32,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.5685199968,"['Ba', 'Al', 'O']"
Sr6 Re2 N6,288.19645123259977,5.659121146737977,-6.7508299914285725,-6.905544277142857,-0.830902517142857,-0.060165515982142,20.621430973689773,58.683,28.697,20.14059344833912,0.5781894570200921,272.96929448764223,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,723.05220479495,"['Sr', 'Re', 'N']"
Sr6 W2 N6,297.10548634690974,5.462967579595019,-6.947062746428571,-7.101777032142857,-0.953763408571427,-0.243506131142858,21.205314724480843,56.853,29.774,21.192385667821025,0.584726676256172,279.57945669081147,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,729.4519100918,"['Sr', 'W', 'N']"
Ca6 Fe2 N6,224.787910509392,3.222255819946849,-6.415677328571428,-6.570391614285714,-0.9280622392857132,-0.062624135999996,16.04897367859684,71.871,46.556,45.14193198250619,1.126876923204235,497.0304846608754,0,6,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.3380636248,"['Ca', 'Fe', 'N']"
Sr6 Cr2 N6,278.7111223700792,4.2524809762046765,-6.504719957857143,-6.659434243571428,-0.983575299999999,-0.046794350580356,19.920153890371022,47.647,29.98,22.157519903960868,0.683664127832872,323.47262617363526,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,730.6761402200001,"['Sr', 'Cr', 'N']"
Ba6 Fe2 N6,325.858440318452,5.196240228481524,-6.162907513571429,-6.317621799285715,-0.712417398571429,-0.164550561428572,23.25414160968436,31.23,19.247,11.004240145676675,0.447424611788499,222.62053564868765,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.95351585495,"['Ba', 'Fe', 'N']"
Ba6 Mn2 N6,329.12141985971533,5.135571755466184,-6.361262441428572,-6.515976727142857,-0.811916028990148,-0.102243661785713,23.49226830981905,32.686,20.268,11.957085088754807,0.458523995863889,229.00397916849812,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,673.0098155032,"['Ba', 'Mn', 'N']"
Sr6 Mn2 N6,272.91160611887346,4.378649160260108,-6.323373365714286,-6.478087651428572,-0.872376161847291,-0.023938593577588,19.473893211956845,51.62,31.792,23.819723525037585,0.705085110273535,330.6637947213648,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,741.4466221952,"['Sr', 'Mn', 'N']"
Li16 Si2 O12,275.29374859828823,2.1667710046698,-5.519203653666667,-5.794003653666668,-2.435039187444444,-0.005470214333333,9.293586925876514,77.448,56.475,46.75512164264123,2.168829258042219,803.7796381292374,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,888.52143409375,"['Li', 'Si', 'O']"
U1 Fe3 B2,64.27552322583821,11.036221218374871,-8.765667786666667,-8.765667786666667,-0.422291589722221,-0.097057512083333,10.645099228546924,256.215,145.512,161.6106941947555,1.426941145023527,544.592339999919,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1424.6214781791998,"['U', 'Fe', 'B']"
Zr1 Nb1 B4,59.00949380268682,6.398360957373115,-8.408332793333333,-8.408332793333333,-0.847237334444443,-0.006633451666665,9.833752836436192,260.513,219.951,334.45049263649776,2.347442856225795,896.6783157938455,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1879.51855332055,"['Zr', 'Nb', 'B']"
Ti1 Nb1 B4,53.68154212089511,5.6922367871275785,-8.34301325,-8.34301325,-0.890619226666666,-0.015860123333334,8.966433283870694,268.26,238.167,381.964621889668,2.741908128669736,1020.0000707124746,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1991.76490593895,"['Ti', 'Nb', 'B']"
Ca12 Fe2 N10,414.605518197619,2.9345131664269983,-5.96444812125,-6.114864787916667,-0.932690195,-0.002406191458335,17.265506123815737,77.543,34.172,30.118308053276102,0.992091575179294,439.3881399582054,0,10,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.5987690712,"['Ca', 'Fe', 'N']"
Ca12 Mn2 N10,415.6035952548808,2.920218442425622,-6.091023340833334,-6.2414400075,-1.001599241077587,-0.014205643125001,17.302479935025293,78.322,38.848,34.66154517948154,1.050314913857435,468.0098261271589,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,783.4217219072,"['Ca', 'Mn', 'N']"
Ti4 Al2 C2,112.0523517672918,3.9931010688388113,-7.89110376375,-7.89110376375,-0.6997974247916671,-0.016755365416667,13.99641871900302,137.103,115.936,165.80646700280403,1.704185977424166,732.3426174785939,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.5743958527999,"['Ti', 'Al', 'C']"
U2 Re2 B6,114.19658046989716,13.28089796552196,-9.309563073,-9.309563073,-0.554740571499999,-0.0442597784,11.421276195739852,264.934,191.09,175.75198036432965,1.397206902551271,554.2119217717967,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1702.425363455,"['U', 'Re', 'B']"
Na2 Al22 O34,630.2499110258879,3.118343917119168,-7.325210742413794,-7.727934880344828,-3.361066035225922,-0.002457138189658,10.846353020075195,152.126,69.533,53.45697601677188,1.865960322796337,708.906111340593,34,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.59919094895,"['Na', 'Al', 'O']"
Na2 Nb2 O4,90.70890344692948,5.414801238757447,-7.51422364625,-7.857723646249999,-2.52778556038793,-0.062693914625003,11.324026991446358,146.768,99.169,113.37224549327324,1.5940217183600032,627.6459830385115,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1144.49775980855,"['Na', 'Nb', 'O']"
Ti6 Al2 C4,153.59217918550476,4.207863248306666,-8.41024293,-8.41024293,-0.762012452499999,-0.0119508775,12.7834639675551,158.241,128.029,161.30334743115264,1.861624882643921,773.3829217189965,0,0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.66667366255,"['Ti', 'Al', 'C']"
Sc2 Al6 C6,164.31205708353372,3.27298507203374,-6.811129310714286,-6.811129310714286,-0.346101728928571,-0.086141065357145,11.729152188350996,166.256,138.55,188.47423409230404,2.318851697228321,938.3380605073246,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1382.388356375,"['Sc', 'Al', 'C']"
Ba2 Ce2 N4,150.35255374515296,6.747105698136592,-7.17977853,-7.36027853,-1.22901504375,-0.069933187916666,18.774182803137133,103.462,41.631,40.729392010132536,0.686598393368654,311.54664774493693,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,799.99243708855,"['Ba', 'Ce', 'N']"
Ti4 Al2 N2,106.47979237847856,4.264332484393336,-8.13846567125,-8.228715671249999,-1.260451974166666,-0.056876012916665,13.258874000224296,156.701,118.851,169.15080019588152,1.748282557919518,731.5138252163216,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.17846811055,"['Ti', 'Al', 'N']"
Sc2 Cr2 C4,83.01339853718424,4.839726609592419,-8.9523852725,-8.9523852725,-0.341673382499999,-0.013546243125004,10.36339013514115,208.072,136.76,190.14257772543544,2.10583821195877,803.5694011076513,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1371.53841368,"['Sc', 'Cr', 'C']"
Ti6 Si2 C4,145.24571286578944,4.4749081764165854,-8.752017610000001,-8.740184276666668,-0.811996765833335,-0.028174600833338,12.094597569170633,183.669,133.36,169.25405046175155,1.9333662007140824,782.0387726833261,0,0,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.93928928,"['Ti', 'Si', 'C']"
Mg2 Mo2 N4,79.08357255640071,6.226043096876845,-8.1464147525,-8.3269147525,-1.04718475,-0.208548914166671,9.877015846740344,246.262,183.147,244.5468030948505,2.193247557067423,830.6869105114495,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1653.84732298495,"['Mg', 'Mo', 'N']"
Ba6 Na2 N2,440.3524099290576,3.386127165396365,-3.347154647,-3.419354647,-0.336165639310344,-0.012488326166665,44.0135114821,1.319,2.319,0.643256066336027,0.109639635801561,75.34850976759441,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.70824776855,"['Ba', 'Na', 'N']"
Li2 B2 C2,45.94316789830389,2.151446163048318,-6.3140738,-6.3140738,-0.375080423333334,-0.263114087677595,7.699540109511115,153.134,133.263,250.02627492742516,3.707279505507397,1308.563429342277,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.3517949429502,"['Li', 'B', 'C']"
Al2 Cr4 C2,88.95314977919703,5.3383437715753495,-8.2428925,-8.2428925,-0.172808434374999,-0.0592906036875,11.124656389859148,188.491,140.846,185.2802441108229,1.919157583271323,756.5402305032326,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1396.3105376438,"['Al', 'Cr', 'C']"
Nb6 Al2 C4,163.37702466121752,6.702489466143161,-9.272657679166668,-9.272657679166668,-0.52152069,-0.002998075833344,13.647166541853537,200.473,134.763,150.37606997872743,1.478215502931153,619.1898198243662,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1359.43791639295,"['Nb', 'Al', 'C']"
Sr8 Zr2 N8,363.6847726741744,4.54515284281792,-6.328970415555556,-6.48941486,-1.083675510740741,-0.048625311111112,20.185056175595456,71.003,28.485,22.241075003222846,0.6594823920143931,306.52299176544284,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.79261737375,"['Sr', 'Zr', 'N']"
Ca8 Zr2 N8,311.1282976623838,3.283018930670383,-6.66112997,-6.821574414444445,-1.27534332,-0.017183899166668,17.280749040521155,86.996,41.251,39.97096161673047,1.025117364018063,455.6230414770079,0,8,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.72931475055,"['Ca', 'Zr', 'N']"
Ca8 Hf2 N8,307.3279630181063,4.266638424282754,-6.867130784444445,-7.027575228888889,-1.3247343122222222,-0.017213260277776,17.069373900674634,88.682,42.246,36.10875584485271,0.917202058416252,406.0771305892316,0,8,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.6554584838,"['Ca', 'Hf', 'N']"
Sr6 Al6 N10,330.12126815988324,4.163284379250108,-6.349658376363636,-6.513749285454546,-1.242141787727273,-0.001601461590908,14.967275874437824,104.031,52.829,44.4847176858508,1.12701441300927,479.0439606649719,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.75438678255,"['Sr', 'Al', 'N']"
Sr8 Ti2 N8,337.70418543780136,4.468440009504161,-6.274278808333333,-6.434723252777778,-1.101451527222222,-0.037302435555557,18.74858086166846,72.97,33.654,26.31509327522433,0.752919634979741,343.42911703281544,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.5180654438001,"['Sr', 'Ti', 'N']"
Li8 Si2 O8,169.56277835733044,2.347340539883983,-6.019866736666667,-6.325200069999999,-2.6748830125925918,-0.040796833148149,9.51692290266292,78.989,53.188,50.02356179905061,2.003034719775262,744.1165134008921,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,868.8970098392,"['Li', 'Si', 'O']"
Li6 B14 O24,431.1879500428555,2.222017407743007,-7.526852073181818,-7.9015793459090915,-2.8171228433712123,-0.008454659590909,9.771790750061788,64.468,39.327,25.91647222133069,1.7431183656844431,649.224347161865,24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,786.2732071109499,"['Li', 'B', 'O']"
Na16 Ti10 O28,654.4117911603158,3.284706101225332,-6.92868476925926,-7.284906991481481,-2.865310084040016,-0.03800546787037,12.101703569010304,74.063,43.59,25.03981469289125,1.313697533588166,524.3302308489175,28,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.661948455,"['Na', 'Ti', 'O']"
Ce3 Al1 C1,120.17779883216042,6.346866222667216,-6.38450763,-6.38450763,-0.2298058725,-0.005337572666666,24.11849199795393,64.659,43.092,45.38858085099276,0.588425206382675,297.8279880904474,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,808.6950262552,"['Ce', 'Al', 'C']"
Al1 Fe3 C1,52.97796002538234,6.473381540685089,-7.837073891999999,-7.837073891999999,-0.160212901499998,-0.0010983615,10.585562684083232,232.51,88.775,127.85986666836364,1.504426284962304,562.8388889528609,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.9948003437498,"['Al', 'Fe', 'C']"
Ti3 Al1 C1,73.09340744088684,4.148160785377836,-7.924206461999999,-7.924206461999999,-0.5920629874999981,-0.015759667833331,14.61645236078365,153.159,103.192,174.73783123260168,1.568410412548015,672.2715877207079,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168.7214438752,"['Ti', 'Al', 'C']"
Ba1 Zr1 O3,77.07431052181566,5.958155810535465,-8.289080686,-8.701280686,-3.639168969,-0.060834632333335,15.399925339481896,148.845,91.419,128.00300808596998,1.198894917855994,519.8468463025348,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097.88287845855,"['Ba', 'Zr', 'O']"
Sc3 Al1 C1,91.86596229891668,3.14263600053905,-6.988557656,-6.988557656,-0.5942279285000001,-0.161915036000002,18.375565720448854,100.358,84.205,148.37385371815307,1.367177751658009,642.9064318838525,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1054.55131511375,"['Sc', 'Al', 'C']"
K1 U1 O3,81.26488487459612,6.643502251147639,-8.37624244,-8.78844244,-3.3393040456,-0.068015092000001,16.231279303972748,134.466,67.688,85.24408170244678,0.957932932077638,418.1483175604852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,955.5559959392001,"['K', 'U', 'O']"
Y3 Al1 C1,117.308698766826,4.327411803711283,-6.8927995,-6.8927995,-0.418068567499999,-0.073773573833332,23.45444011976885,79.684,63.961,92.07588204762548,0.8668831604584011,440.602147868285,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.25956523655,"['Y', 'Al', 'C']"
Mn3 Al1 C1,55.1584523421181,6.135568194673351,-8.283628118,-8.283628118,-0.191570678258621,-0.035209377934782,11.025865848009436,235.077,130.58,200.3990097403199,1.779177782839462,686.187822119956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1334.10592502,"['Mn', 'Al', 'C']"
Ba1 Hf1 O3,74.32554670898205,8.128152165935377,-8.718524048,-9.130724048,-3.786714651,-0.0683381445,14.838819610441751,159.196,102.329,125.92890049979712,1.108365346461105,476.02172707972215,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.5235633325499,"['Ba', 'Hf', 'O']"
Ca8 Ti2 N8,286.5718399868184,3.061878327999317,-6.623655432222222,-6.784099876666667,-1.3103364059259262,-0.108646975833331,15.97063496572937,90.623,44.997,45.09563264149004,1.166697818714072,506.197953146439,0,8,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.04587150495,"['Ca', 'Ti', 'N']"
Li56 Nb8 N32,958.486678704899,2.737565231335619,-5.4870400525,-5.607373385833334,-0.8732279852777781,-0.210348703750001,9.983080206681874,81.654,63.726,34.14015053109233,1.928485424306961,735.6852400406905,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,8,0,0,0,0,0,0,0,0,931.8542116918001,"['Li', 'Nb', 'N']"
Ca4 N8 O24,478.4209396980975,2.278112682986435,-6.4389440944444445,-6.896944094444445,-1.522904565555555,-0.308793621319445,13.071481883140748,3.748,8.029,2.325726470162247,0.5331831528170571,252.9985786222916,24,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.48684566255,"['Ca', 'N', 'O']"
Ba4 N8 O24,570.8098014448977,3.041012718758816,-6.49698729,-6.95498729,-1.590572754444444,-0.409655081111111,15.74634817338756,27.443,9.771,4.580717059000503,0.559279356235166,238.26396588407607,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.79911984255,"['Ba', 'N', 'O']"
Li56 V8 N32,886.4114193460216,2.3312484238359152,-5.434035645208335,-5.5543689785416674,-0.9050068254861112,-0.262656927083334,9.234285622692203,82.448,71.832,41.62706265225128,2.309779388250791,866.2949668588732,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,8,0,0,0,0,0,0,0,0,0,0,980.3650299231999,"['Li', 'V', 'N']"
Li24 Y8 N16,582.7583499245023,3.139913998254375,-5.621851308958333,-5.742184642291666,-0.93114638173611,-0.004168922291666,12.138822721455613,80.904,44.751,28.33387940075465,1.366251655422163,543.9717042903704,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,818.57986860055,"['Li', 'Y', 'N']"
Li24 Al8 N16,431.49016238766825,2.334211254757001,-5.204854042916667,-5.3251873762500015,-0.967631662916666,-0.13497098375,8.987766734823174,102.784,99.981,80.82935643338324,2.736845499011481,1027.516046993844,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.38562019855,"['Li', 'Al', 'N']"
Li24 Sc8 N16,509.5783200783949,2.445093008138552,-5.718793724375,-5.839127057708333,-1.050422465208332,-0.048145796041666,10.5990685836692,92.251,60.664,45.0748189648376,1.943435312852392,747.2012257298903,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,0,0,0,0,913.5483064928,"['Li', 'Sc', 'N']"
Li1 Mg1 N1,31.4712827595838,2.387696647072094,-4.58651853,-4.706851863333333,-0.7582859161111111,-0.057755441805555,10.485022896303592,98.683,82.964,163.62599169672578,2.261888161863176,882.3512757187104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.1029039128,"['Li', 'Mg', 'N']"
Be1 Al1 B1,30.55642044892307,2.543526565754004,-4.773859326666667,-4.773859326666667,-0.052399171388888,-0.025511884133333,10.190336333227547,140.226,133.528,308.53096987523645,2.794720106174573,1091.8828758716325,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1351.9568297312,"['Be', 'Al', 'B']"
La4 Hf4 O14,315.65429169402984,7.857130985080512,-9.46155149590909,-9.898733314090908,-4.042177013636363,-0.088578674886367,14.332002961266744,160.548,89.983,67.70527907709825,1.094700719729691,460.9948661146641,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1089.25284715895,"['La', 'Hf', 'O']"
Mg2 Al4 O8,136.37137682077625,3.4646231586769503,-7.107925047857143,-7.500496476428571,-3.374314229285713,-0.054376608571428,9.72666093385725,182.861,98.235,120.93363160653176,2.237327455377156,826.0908254467637,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138.8764133737502,"['Mg', 'Al', 'O']"
Fe12 Mo12 N4,335.9840426585188,9.278934012909104,-9.603290961071428,-9.654862389642858,-0.185789691785714,-0.026432949285714,12.00239820690104,184.008,48.139,31.289868599399348,0.867037588155367,334.3899309198736,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,838.7760398265501,"['Fe', 'Mo', 'N']"
Mo2 C1 N1,41.45687941137142,8.727795021080174,-10.0785495475,-10.1687995475,-0.354684388124999,-0.038922600312497,10.359955667587506,353.135,222.816,375.3089832872164,2.01015080016368,764.9849974546908,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1897.1483934208,"['Mo', 'C', 'N']"
Ba4 Si10 N16,387.4964128924228,4.517865967404764,-7.658974867333333,-7.851508200666667,-1.341074905333333,-0.012402650250014,12.91089260036368,159.326,99.809,87.21915126432687,1.615690318421343,661.3862772647116,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.3502000645499,"['Ba', 'Si', 'N']"
